Master Record Number,Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Time Notified,Time Arrived,Investigation Complete?,Photos Taken?,Unique Location Id,State Property Damage?,Traffic Control,NARRATIVE
903506874,BLOOMINGTON PD,B1952246,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,1:45 AM,1,0,0,0,0,,N WALNUT,ST,,,,N WALNUT,OLD STATE ROAD 37,,,,Y,OTHER,681,S,39.20704,-86.534704,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,RAN OFF ROAD,202,227,Y,Y,NWALNUTSTOLDSTATEROAD37RD,0,LANE CONTROL,"V1 was N/B on N Walnut street passing E Blue Ridge and approaching N Old State Road 37. There was snow falling and the roads were wet. V1 lost control and ran off the roadway. V1's rear end slid into the ditch on the shoulder and the vehicle skidded along the roadside, leaving gouge marks on the pavement. V1's rear end struck a tree and the vehicle came to a rest on top of a guard rail end, with the front end of the vehicle partially in the roadway. D1 had collected some parts and fled the scene.***Supplement*** The collision occurred at the Old 37 intersection North of E Blue Ridge Dr"
903507496,BLOOMINGTON PD,B19-52284,MONROE,PERRY,BLOOMINGTON,12/16/2019,12:26 PM,2,0,0,0,0,,COLLEGE MALL,RD,,,,COLLEGE MALL,ENTRANCE TO KROGER,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OPPOSITE DIRECTION SIDESWIPE,1228,1235,Y,N,COLLEGEMALLRDENTRANCETOKROGERDR,0,STOP SIGN,"Vehicle 1 was exiting the drive to Kroger (1175 S College Mall Road), traveling West. Vehicle 2 was traveling South on College Mall Road, approaching the drive to Kroger.Vehicle 2 began turning into the drive to Kroger (traveling East) when it was struck by Vehicle 1. Vehicle 1 was turning out of Kroger, South onto College Mall Road when the collision occurred.Driver 1 stated that traffic was heavy at the time of the accident.Driver 2 was unsure if Driver 1 saw him prior to the accident."
903508444,MONROE SD,M19A41090,MONROE,RICHLAND,ELLETTSVILLE,12/16/2019,7:58 AM,1,0,0,0,0,,N THOMAS,RD,,,,N THOMAS,SALE,,,,N,,3000,S,39.231152,-86.6308,COUNTY ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,$5001 TO $10000,RAN OFF ROAD,803,839,Y,Y,NTHOMASRDSALEST,0,NONE,V1 WENT OFF THE ROADWAY IN THE 5400 BLOCK OF NORTH THOMAS ROAD. V1 STRUCK SOME TREES THEN WENT ACROSS THE ROAD WHERE V1 WAS LOCATED.
903507877,MONROE SD,M19A41152,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,5:45 PM,2,1,1,0,0,,,,I69N,,,I69N,WALNUT,,,,N,,100,S,0,0,INTERSTATE,,N,N,RURAL,N,Y,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$10001 TO $25000,SAME DIRECTION SIDESWIPE,545,601,Y,N,I69NNWALNUTST,0,NONE,V1 was traveling North bound on I-69 in the right lane. D1 stated that is when V2 went to pass on the left hand side of him in the left lane. D1 stated that is when V2 lost control and drove under the trailer of V1. D2 stated that he tried to pass V1 on the left side when a gust of wind came and D2 lost control of V2. D2 stated that is when V2 went under V1 trailer.
903508195,MONROE SD,M19A41123,MONROE,RICHLAND,ELLETTSVILLE,12/16/2019,12:40 PM,2,0,0,0,0,,,,SR46W,,,SR46W,N SMITH,,,,Y,,60,S,39.21004013,-86.58303555,STATE ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,103,108,Y,N,NSMITHPIKESR46W,0,NONE,"V1 was entering traffic from the gas station located at 3585 w state road 46. D1 advised he believed that d2 was allowing him to enter traffic in front of him and d1 pulled v1 out of the parking lot and into traffic causing v2 to strike the passenger side door of v1. D1 was driving on a learner's permit and did not have a valid driver in the car with him, he was issued a citation for learner's permit violation and when a valid driver arrived on scene the vehicle was allowed to be removed from the roadway."
903507513,BLOOMINGTON PD,B1952285,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,12:34 PM,1,0,1,0,1,,BLOOMFIELD,RD,,,,W BLOOMFIELD,BASSWOOD,,,,Y,,2000,E,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$2501 TO $5000,COLLISION WITH DEER,1234,1242,Y,N,SBASSWOODDRWBLOOMFIELDRD,0,NONE,DRIVER 1 AMY HASKELL WAS DRIVING WESTBOUND ON BLOOMFIELD RD.AMY ADVISED A DEER RAN INTO THE ROADWAY.AMY COLLIDED WITH THE DEER. EXTENSIVE FRONT END DAMAGE.VEHICLE TOWED BY CHANDLER'S.AMY HAD A COMPLAINT OF PAIN TO HER LIP AND LEFT SHOULDER.DECLINED MEDICAL.
903511928,ISP BLOOMINGTON 33,2.019E+11,MONROE,PERRY,BLOOMINGTON,12/17/2019,08:45 M,1,,0,0,0,,STATE RD 446,,,,,,S KNIGHTRIDGE RD,,,,N,,0,S,39.144198,-86.466874,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$1001 TO $2500,RAN OFF ROAD,848,912,Y,N,,0,,"State Road 446 at Knightsridge Road is a straight and level two lane highway. Vehicle 1 a white 2002 Ford Tarsus was traveling south on State Road 446 at Knightsridge Road, when the vehicle hit a patch of snow/slush, lost control and left the roadway to the north where it struck a tree. Driver 1, Velasquez stated he was traveling south when he lost control of vehicle 1 due to the surface conditions.Primary cause of the crash was speed too fast for weather conditions by driver 1."
903508889,ELLETTSVILLE PD,E1906909,MONROE,RICHLAND,ELLETTSVILLE,12/17/2019,7:00 AM,1,0,0,0,0,,MATTHEWS DRIVE,DR,,,,MATTHEWS DRIVE,MAIN,,,,N,,,,39.236096,-86.625168,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ROADWAY SURFACE CONDITION,UNDER $1001,RAN OFF ROAD,700,710,Y,N,MAINSTMATTHEWSDRIVEDR,0,NONE,"VEHICLE 1 WAS MAKING A LEFT TURN. ROAD WAY WAS VERY SLICK. ROADWAY WAS ICE SNOW AND SLUSH MIX. WHEN VEHICLE RAN OFF ROADWAY, THE VEHICLE MADE CONTACT WITH A PLASTIC GUARD ON A POLE. THE PLASTIC WAS CRACKED BUT REAL DAMAGE. VEHICLE 1 HAD NO DAMAGE AND STATED THAT HE WOULD NOT TURN INTO INSURANCE"
903508837,MONROE SD,M19A41241,MONROE,BEAN BLOSSOM,BLOOMINGTON,12/17/2019,2:39 PM,1,0,0,0,0,,N MT TABOR,RD,,,,N MT TABOR,N BOTTOM,,,,N,,,,39.310944,-86.633184,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,LOOSE MATERIAL ON ROAD,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,RAN OFF ROAD,244,300,Y,N,NBOTTOMRDNMTTABORRD,0,NONE,D1 STATED HE WAS DRIVING SOUTH ON N. MT TABOR RD AND HE BLACKED OUT AND RAN OFF THE ROADWAY AND V1 STRUCK A TREE. ON SCENE D1 WAS CONFUSED AND STATED HE DID NOT KNOW HOW HE RAN OFF THE ROADWAY. D1 WAS CHECKED OUT BY EMS ON SCENE AND RELEASED.
903508942,BLOOMINGTON PD,B19-52406,MONROE,PERRY,BLOOMINGTON,12/17/2019,1:04 PM,2,0,2,0,0,,WALNUT,ST,,,,WALNUT,GRIMES,,,,Y,,,,39.15344,-86.5336,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,107,111,Y,Y,GRIMESLNWALNUTST,0,TRAFFIC CONTROL SIGNAL,"Vehicle 1 was traveling Northbound on Walnut Street at the Grimes Lane intersection. Vehicle 2 was traveling Southbound on Walnut Street at the Grimes Lane intersection. As Vehicle 1 turned West onto Grimes Lane, it was struck by Vehicle 2.Driver 1 stated that the light was yellow when she turned West.Driver 2 stated that the light was green when the collision occurred in the intersection.There were no witnesses present to determine the traffic light color."
903508473,BLOOMINGTON PD,B1952392,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,10:55 AM,3,0,0,0,0,,LEONARD SPRINGS,RD,,,,S LEONARD SPRINGS,MAYBERRY MALL,,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$25001 TO $50000,OTHER - EXPLAIN IN NARRATIVE,1057,1120,Y,N,SLEONARDSPRINGSRDWMAYBERRYMALLST,0,NONE,"V1 was traveling southbound on S. Leonard Springs Rd. when approaching the intersection of W. Mayberry Mall.V2 was traveling southbound on S. Leonard Springs Rd. and came to a complete stop at the intersection of W. Marberry Mall in preparation to make a left hand turn. V3 was traveling northbound on S. Leonard Springs Rd. when approaching the intersection of W. Mayberry Mall.V1 struck V2 in the rear, forcing V2 into the northbound lane. V2 struck V3 as a result of the impact from V1."
903510441,MONROE SD,M19A41186,MONROE,CLEAR CREEK,BLOOMINGTON,12/17/2019,7:21 AM,1,0,0,0,0,,SHIELDS RIDGE,RD,,,,S SHIELDS RIDGE,RAMP CREEK,,,,N,,1000,S,0,0,COUNTY ROAD,,N,N,RURAL,N,N,N,,DAWN/DUSK,SNOW,SNOW/SLUSH,,INTERCHANGE,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$1001 TO $2500,RAN OFF ROAD,723,739,Y,N,ERAMPCREEKRDSSHIELDSRIDGERD,0,NO PASSING ZONE,"V1 WAS TRAVELING SB ON S SHIELD RIDGE RD, RAN OFF THE ROADWAY AND HIT SOME TREES AT 7035 S SHIELDS RIDGE RD.THE ROADWAY WAS SLICK AT THE TIME OF THE COLLSION DUE TO A RECENT SNOW."
903508835,MONROE SD,M19A41258,MONROE,PERRY,BLOOMINGTON,12/17/2019,6:13 PM,3,0,0,0,0,,,,SR37S,,,SR37S,VICTOR,,,,N,,,,39.105552,-86.551104,STATE ROAD,,N,N,URBAN,N,Y,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$25001 TO $50000,RIGHT ANGLE,613,623,Y,N,SR37SVICTORPIKE,0,NONE,D1 stated the he was headed east bound on Victor Pike when he came to the intersection of South 37 and Victor Pike. D1 stated that he looked down at his cellular device to change music. D1 stated the light at the intersection was red when he went through it resulting in a right angle collision with D2. D2 stated that she was headed south bound on 37and she did have the green light and was unable to maneuver out of the way of V1. D2 stated V1 did have a red light. D3 stated that he was headed south bound on 37 when V2 and V1 collided.V3 came into contact with V1.
903510460,MONROE SD,M19A41218,MONROE,INDIAN CREEK,BLOOMINGTON,12/17/2019,12:24 PM,2,0,4,0,0,,S ROCKPORT,RD,,,,S ROCKPORT,S HARMONY,,,,N,,450,N,39.05024,-86.609104,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,$25001 TO $50000,HEAD ON BETWEEN TWO MOTOR VEHICLES,1226,1234,Y,Y,SHARMONYRDSROCKPORTRD,0,NONE,VEHICLE 1 WAS NB ON S ROCKPORT RD NORTH OF THE INTERSECTION OF S ROCKPORT RD AND S HARMONY RD. PASSANGERS IN VEHICLE 1 ADVISED THE VEHICLE HIT A PATCH OF ICE AND TURNED SIDEWAYS IN THE ROAD TRAVELING OVER THE CENTERLINE AND STRIKING VEHICLE 2.DRIVER 2 ADVISED HE WAS SB ON S ROCKPORT RD. DRIVER 2 ADVISED VEHICLE 1 APPEARED TO LOOSE CONTROL CROSSING CENTER LINE AND STRIKING HIS VEHICLE.
903508149,BLOOMINGTON PD,B1952377,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,7:05 AM,1,0,0,0,0,,LEONARD SPRINGS,RD,,,,S LEONARD SPRINGS,HEATHERWOOD,,,,Y,PRIVATE,,,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ROADWAY SURFACE CONDITION,UNDER $1001,RAN OFF ROAD,710,722,Y,N,SLEONARDSPRINGSRDWHEATHERWOODLN,0,NONE,"V1 was traveling south bound on S Leonard Springs Rd toward the intersection of W Heatherwood Ln. V1 began loosing traction as it crested the hill just prior to intersection.D1 attempted to slow V1, however the braking system failed due to the weather/roadway surface conditions. V1 went off roadway through the intersection, striking the stop sign.V1 sustained minor damage to front driver corner of bumper.Stop sign was destroyed. Stop sign belongs to private property."
903508483,BLOOMINGTON PD,B1952401,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,12:09 PM,2,0,0,0,0,,3RD,ST,,,,3RD,KINGSTON,,,,Y,,,,39.16424,-86.492944,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,1209,1215,Y,N,3RDSTKINGSTONDR,0,TRAFFIC CONTROL SIGNAL,"W1 INDICATED THAT SHE WAS STOPPED WEST ON 3RD STREET WAITING FOR THE TRAFFIC SIGNAL TO TURN GREEN AT KINGSTON DR. SHE SAID THAT THE TURN ARROWS WERE GREEN FOR KINGSTON EAST AND WEST BOUND TRAFFIC AND OBSERVED V2 ENTER THE INTERSECTION EAST BOUND, COLLIDING WITH V2. SHE SAID V2 WAS MAKING A LEFT TURN ONTO 3RD STREET FROM KINGSTON. W2 STATED SHE WAS TRAVELING EAST ON 3RD STREET IN THE SOUTHERN MOST LANE. SHE INDICATED THAT THE TRAFFIC SIGNAL AT KINGSTON HAD TURNED RED AND SHE WAS SLOWING TO A STOP. W2 THEN SAID THAT V1 HAD BEEN TRAVELING BEHIND HER IN THE SOUTHERN MOST LANE AND VEERED LEFT INTO THE NORTH LANE. SHE SAID V1 THEN PASSED HER VEHICLE AND RETURNED TO THE SOUTHERN LANE AND ENTERED THE INTERSECTION OF KINGSTON, DISREGARDING THE RED TRAFFIC SIGNAL. SHE SAID AS V1 ENTERED THE INTERSECTION IT COLLIDED WITH V2 THAT WAS TURNING LEFT ONTO 3RD FROM KINGSTON.BOTH W1 AND W2 INDICATED THAT D1 CONTINUED EAST BOUND AND WAS UP ON THE SIDEWALK AT SOME POINT. BOTH W1 AND W2 FOLLOWED V1 IN AN ATTEMPT TO STOP THE ELDERLY DRIVER WHO SEEMED CONFUSED. THEY WERE ABLE TO MAKE CONTACT WITH D1 AND STOOD BY UNTIL I HAD ARRIVED. D1 KNEW HE HAD AN ACCIDENT BUT COULD NOT PROVIDE AN ACCURATE ACCOUNT. D2 INDICATED SHE WAS NORTH ON KINGSTON DR AND BEGAN TO TURN LEFT ONTO 3RD WHEN THE SIGNAL TURNED GREEN. D2 SAID SHE WAS STRUCK BY V1 WHEN ENTERING THE INTERSECTION."
903508470,MONROE SD,M19A41217,MONROE,VAN BUREN,BLOOMINGTON,12/17/2019,12:12 PM,1,0,1,0,0,3585,ST 45,RD,,,,W ST 45,,,,,N,,,,39.125552,-86.610192,UNKNOWN,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,1212,1220,Y,N,WST45RD,1,NONE,P1 WAS APPROACHING WALMART WHILE WALKING DOWN AISLE 7. V1 TURNED LEFT INTO AISLE 7 NORTHBOUND AND P1 PUT HER HANDS OUT TO AVOID BEING STRUCK BY V1. P1 SUSTAINED A CUT TO HER LEFT HAND AND COMPLAINED OF PAIN TO HER WRIST. P1 REFUSED MEDICAL ON SCENE AND ADVISED SHE WOULD GET IT CHECKED. D1 STATED SHE WENT TO THE GAS STATION BECAUSE PEOPLE WERE YELLING AT HER. BOTH PARTIES CONTACTED POLICE.
903508801,BLOOMINGTON PD,B1952419,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,3:23 PM,2,0,0,0,0,2317,BRANDON,CT,,,,S BRANDON,,,,,Y,,,,0,0,UNKNOWN,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,SAME DIRECTION SIDESWIPE,335,338,Y,Y,SBRANDONCT,0,NONE,"Owner of V2 stated that he parked his vehicle in the parking lot of 2317 S. Brandon Ct., at approximately 09:00 am of 12/17/2019. He also stated that when he came back to his vehicle at approximately 03:23 pm, he noticed that V1 (unknown description) had struck V2 in the passenger side view mirror and the front passenger fender area."
903508196,MONROE SD,M19A41189,MONROE,VAN BUREN,BLOOMINGTON,12/17/2019,9:25 AM,2,0,0,0,0,,,,SR48W,,,SR48W,FIELDSTONE,,,,N,,,,39.164848,-86.602112,STATE ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,ICE,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,919,931,Y,N,FIELDSTONEBLVDSR48W,0,STOP SIGN,"D1 WAS APPROACHING INTERSECTION OF W ST RD 48 AND FIELDSTONE BLVD, WHERE V2 WAS STOPPED. D1 ATTEMPTED TO STOP FOR THE STOP SIGN AND WAS UNABLE TO STOP IN TIME AS ROADWAS SLICK, AND STRUCK V2 ON THE REAR PASSENGER SIDE. NO INJURIES REPORTED."
903509782,MONROE SD,M19A41351,MONROE,BEAN BLOSSOM,ELLETTSVILLE,12/17/2019,8:30 PM,1,0,0,0,0,9315,,,SR46,,,W STATE ROAD 46,,,,,N,,,,39.281192,-86.682704,UNKNOWN,,N,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,RAN OFF ROAD,830,600,Y,Y,WSTATEROAD46RD,0,NONE,"V1 was east bound on W SR 46 when D1 ran off the roadway for an unknown reason colliding with the mailbox at 9355 W State Road 46 and the mailbox and post at 9315 W. SR 46. D1 also went down the embankment through the fence into a grove of pine trees at 9315 W. SR. 46. V1 came to rest approximately 200' from the roadway. As a result, 2 mailboxes, fence line, and V1 sustained damage.D1 stated he knew he hit the fence but did not know what to do. Criminal Charges of failure to stop after an accident, class B misdemeanor will be sought after.D1 and P2 gave the time of 8:30 PM"
903508657,INDIANA UNIV BLOOMINGTON PD,193003,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,1:28 PM,2,0,1,0,0,,,,SR46,,,SR46,17TH,,,,Y,,,,39.17984,-86.507088,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$25001 TO $50000,LEFT TURN,130,135,Y,Y,EAST17THSTSR46,0,TRAFFIC CONTROL SIGNAL,"V2 was traveling South on SR 45/46. As V2 entered the intersection of SR 45/46 and 17th Street, V1 turned left in front of V2 and collided with V2. V1 sustained disabling damage to the front of the vehicle. V2 sustained disabling damage to the front of the vehicle as well. D1 said she was in the Northbound lanes of SR 45/46 attempting to turn left, or West, onto 17th Street. D1 said that the traffic signal turned yellow and she began to turn. D1 said that V2 did not stop and struck the front of her vehicle. D1 was checked by EMS but was not transported. D2 said that he was traveling straight in the Southbound lanes of SR45/46. D2 said that the light turned yellow as he was entering the intersection and that V1 turned left in front of him. D2 said he veered to the right in an attempt to avoid the collision but was still struck. Passenger 1 (P1) was a passenger in V2. P1 agreed that as V2 entered the intersection, the light was yellow and that V1 turned in front of V2. P1 sustained an abrasion to his right wrist. P1 was checked by EMS at the scene but was not transported.Photographs of the scene were taken and are attached to the case."
903508775,BLOOMINGTON PD,B1952444,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,6:45 PM,2,0,0,0,0,220,N MORTON,ST,,,,N MORTON,,,,,Y,,,,39.16786971,-86.536,LOCAL/CITY ROAD,,,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,645,645,Y,Y,NMORTONST,0,NONE,V1 and V2 were parked at 220 N Morton ST. V1 struck V2. D1 left the scene of the accident. D2 advised that he parked his vehicle at the above mentioned address at 8:50am. D2 advised that he departed at 5:45pm when he noticed that V2 had been struck on the rear passenger side. D2 advised that V2 was not damaged prior to parking at the above mentioned address. It should be noted that I did observed a scuff mark to V2.
903508022,BLOOMINGTON PD,B1952369,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/2019,3:45 AM,2,0,0,0,0,,HENDERSON,ST,,,,HENDERSON,MILLER,,,,Y,,200,S,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,RIGHT ANGLE,345,350,Y,Y,HENDERSONSTMILLERDR,0,STOP SIGN,"On December 17th 2019 at appoximately 03:45 hours I was dispatched to 600 E MILLER DR; UTILITY CENTER in reference to an accident in progress. Upon arrival, I observed V1 parked facing west in the utility drive that runs east to west just north of the fire station on the east side of Henderson Street. The driver's side ""cheater stick"" that was connected to the snow plow was bent from the collision. I observed V2 facing southeast on the east part of Henderson Street in the grass between the road and sidewalk. V2 had damage to the passenger rear of the vehicle. It appeared that V2 had been hit in the passenger rear and spun around to the position that it was parked in facing southeast. D1 explained that he was exiting city utilities when he looked both ways at the entrance onto Henderson Street. D1 stated that he did not see anyone coming, but then realized that he had collided with V2. D1 stated that he realized that he had struck the vehicle with his plow that was partially in the roadway of Henderson Street. D2 stated that he was driving northbound on Henderson Street when V1 did not stop before entering traffic onto Henderson Street. D2 stated that V1 continued onto Henderson Street colliding with the rear of his vehicle. D2 stated that V1 did not stop prior to colliding with him. Due to D1 failing to stop at the stop sign before entering onto Henderson Street resulted in the collision between V1 and V2."
